Video ID,Title,Channel,Upload Date,Views,Likes,Comments,Duration (min),Has Subtitles?,Subtitle Languages,Highest Quality,URL
SP-b_G74Nuk,Agentic AI Project in LangGraph | Build Loveable Clone,codebasics,20250902,33194,975,39,67.67,Yes,live_chat,1920x1080,https://www.youtube.com/watch?v=SP-b_G74Nuk
KAuIvccwbPY,What is Apache Spark?,codebasics,20251021,6193,311,33,7.35,No,,3840x2160,https://www.youtube.com/watch?v=KAuIvccwbPY
yRerKDM1h74,Data Warehouse vs Data Lake vs Data Lakehouse,codebasics,20251014,10245,330,24,16.28,No,,3840x2160,https://www.youtube.com/watch?v=yRerKDM1h74
OJKPrJ0wNvc,Is the AI Bubble About to Burst?,codebasics,20251009,136897,2763,399,8.38,Yes,live_chat,3840x2160,https://www.youtube.com/watch?v=OJKPrJ0wNvc
9-6LtfjYmpg,AI Agents: No Code vs Code Frameworks - Which one is right for you?,codebasics,20250926,12506,326,20,4.48,No,,3840x2160,https://www.youtube.com/watch?v=9-6LtfjYmpg
p54vr-NyxDc,5 AI Projects that give you unfair advantage,codebasics,20250912,24698,711,35,11.38,Yes,live_chat,3840x2160,https://www.youtube.com/watch?v=p54vr-NyxDc
ezdIOLbUSWg,Fine Tuning LLM Explained Simply,codebasics,20251006,17155,597,49,6.77,Yes,live_chat,3840x2160,https://www.youtube.com/watch?v=ezdIOLbUSWg
Jekzc6BM5_w,Build Your First AI Agent in 20 Minutes (No Coding Required),codebasics,20250906,90131,1662,93,20.93,Yes,live_chat,3840x2160,https://www.youtube.com/watch?v=Jekzc6BM5_w
GOKjRLd5bDo,Top 5 AI Tools That Will Dominate,codebasics,20251001,18903,577,101,5.23,No,,3840x2160,https://www.youtube.com/watch?v=GOKjRLd5bDo
Q-_D_2NWECE,RAG vs Fine Tuning vs Prompt Engineering,codebasics,20251017,5700,183,10,9.38,No,,3840x2160,https://www.youtube.com/watch?v=Q-_D_2NWECE
lcpWbg0jiYU,Context Engineering Simply Explained,codebasics,20250815,33558,667,26,14.93,Yes,live_chat,3840x2160,https://www.youtube.com/watch?v=lcpWbg0jiYU
KurGnK76-EU,Agentic RAG Simply Explained,codebasics,20250721,53415,1165,55,6.43,Yes,live_chat,1280x720,https://www.youtube.com/watch?v=KurGnK76-EU
G42J2MSKyc8,CrewAI Tutorial | Agentic AI Tutorial,codebasics,20250723,67697,1267,74,71.05,Yes,live_chat,3840x2160,https://www.youtube.com/watch?v=G42J2MSKyc8
DNBaUCCST3I,Agentic AI Roadmap 2025,codebasics,20250708,93338,2793,127,11.08,Yes,live_chat,1920x1080,https://www.youtube.com/watch?v=DNBaUCCST3I
Wr0AsdR-I3k,Best Agentic AI Framework,codebasics,20250713,45966,1053,54,7.7,Yes,live_chat,1280x718,https://www.youtube.com/watch?v=Wr0AsdR-I3k
vJOGC8QJZJQ,LangChain vs LangGraph vs LangSmith,codebasics,20250702,120522,2814,62,10.27,Yes,live_chat,3840x2160,https://www.youtube.com/watch?v=vJOGC8QJZJQ
CnXdddeZ4tQ,Agentic AI Tutorial for Beginners | Langgraph Tutorial,codebasics,20250627,156350,3044,149,78.63,No,,3840x2160,https://www.youtube.com/watch?v=CnXdddeZ4tQ
O2gerCxEXvc,Generative AI vs AI agents vs Agentic AI,codebasics,20250630,357042,7436,184,10.15,Yes,live_chat,1280x718,https://www.youtube.com/watch?v=O2gerCxEXvc
BaAA7kNjeZw,50 mins of Raw Insights on Career in AI Era | Ft. Rishi Seth - Sr Director at Fractal,codebasics,20250711,10019,275,32,51.88,Yes,live_chat,3840x2160,https://www.youtube.com/watch?v=BaAA7kNjeZw
sHQm6PTVs2A,Learn and Show Case Gen AI Skills Through This Challenge 🚀| Anyone Can Participate,codebasics,20250608,9135,217,20,6.0,Yes,live_chat,1920x1080,https://www.youtube.com/watch?v=sHQm6PTVs2A
tJ50n3qzDmE,AI & Software Jobs | How to Survive and Thrive in AI Era,codebasics,20250604,20332,480,65,22.22,Yes,"en, live_chat",3840x2160,https://www.youtube.com/watch?v=tJ50n3qzDmE
OgPxmeIiOeI,Gen AI & Agentic AI Course is now LIVE,codebasics,20250602,8556,200,35,7.7,Yes,live_chat,3840x2160,https://www.youtube.com/watch?v=OgPxmeIiOeI
PglKAYgRdJ4,Data Analysis using AI Tools | Quadratic | N8N | Supply Chain,codebasics,20250530,33918,980,77,66.88,No,,3840x2160,https://www.youtube.com/watch?v=PglKAYgRdJ4
PG1SrOia0cg,Google IO 2025 Recap in 17 Minutes,codebasics,20250527,9978,244,11,16.9,Yes,live_chat,1920x1080,https://www.youtube.com/watch?v=PG1SrOia0cg
KLVyWFBzMDs,AI Toolkit For Professionals is LIVE NOW | With Live Workshops,codebasics,20250524,7763,214,26,7.08,No,,3840x2160,https://www.youtube.com/watch?v=KLVyWFBzMDs
jLM6n4mdRuA,MCP Tutorial: Build Your First MCP Server,codebasics,20250418,144003,2392,102,13.87,Yes,live_chat,3840x2160,https://www.youtube.com/watch?v=jLM6n4mdRuA
Sl9EZpE61xA,What is A2A (Agent to Agent Protocol)? | A2A Explained,codebasics,20250410,39104,607,34,13.05,No,,1920x1080,https://www.youtube.com/watch?v=Sl9EZpE61xA
VGFpV3Qj4as,AI Basics for Beginners,codebasics,20250520,430154,7343,235,60.72,Yes,live_chat,3840x2160,https://www.youtube.com/watch?v=VGFpV3Qj4as
15_pppse4fY,What is Agentic AI and How Does it Work?,codebasics,20250502,411969,5713,245,13.82,Yes,live_chat,1920x1080,https://www.youtube.com/watch?v=15_pppse4fY
YVBeVM_fA4k,Gen AI Roadmap | Generative AI Roadmap 2025,codebasics,20250408,86121,2448,133,59.92,Yes,live_chat,3840x2160,https://www.youtube.com/watch?v=YVBeVM_fA4k
tzrwxLNHtRY,Model Context Protocol Clearly Explained | MCP Beyond the Hype,codebasics,20250320,290547,4688,169,15.07,Yes,live_chat,1280x716,https://www.youtube.com/watch?v=tzrwxLNHtRY
7MfBlmAomeM,AI Engineer Roadmap | How I'd Learn AI in 2025,codebasics,20250318,172354,3813,241,51.85,Yes,live_chat,3840x2160,https://www.youtube.com/watch?v=7MfBlmAomeM
-wOoFtLHkTs,Data Analyst Roadmap 2025 | Data Analyst Weekly Study Plan | Most Practical Guide,codebasics,20250228,100311,3135,136,55.27,Yes,live_chat,3840x2160,https://www.youtube.com/watch?v=-wOoFtLHkTs
o3bWqPdWJ88,Machine Learning vs Deep Learning,codebasics,20250225,25040,726,37,7.42,No,,3840x2160,https://www.youtube.com/watch?v=o3bWqPdWJ88
1MGG75oUK7o,Data Analysis Project | Large Scale Data Analysis | Switching from Pandas to FireDucks,codebasics,20250218,27203,870,25,52.18,Yes,"en, live_chat",3840x2160,https://www.youtube.com/watch?v=1MGG75oUK7o
YJCeA8cUC90,Data Analyst vs Data Engineer vs Data Scientist in 2025 | Career Guide,codebasics,20250210,57562,1430,83,22.53,No,,3840x2160,https://www.youtube.com/watch?v=YJCeA8cUC90
q23yzk79yaQ,AI and Data Science Bootcamp is now LIVE | Artificial Intelligence Course,codebasics,20250123,20254,474,195,27.82,Yes,live_chat,3840x2160,https://www.youtube.com/watch?v=q23yzk79yaQ
FTdNCmpxc-U,Why DeepSeek is such a big deal? | DeepSeek's impact on the future of AI,codebasics,20250128,181803,3560,254,10.22,Yes,live_chat,3840x2160,https://www.youtube.com/watch?v=FTdNCmpxc-U
Ji3_VX80YJg,"Gen AI Project | Log Classification System Using Deepseek R1 LLM, NLP, Regex, BERT",codebasics,20250205,65617,1305,61,82.38,Yes,live_chat,3840x2160,https://www.youtube.com/watch?v=Ji3_VX80YJg
sxkJ6CXZOqk,Run Deepseek R1 Locally,codebasics,20250201,42694,870,54,8.07,Yes,live_chat,1276x720,https://www.youtube.com/watch?v=sxkJ6CXZOqk
ZhAz268Hdpw,Transformers Explained | Simple Explanation of Transformers,codebasics,20250109,238933,5609,239,57.52,Yes,live_chat,3840x2160,https://www.youtube.com/watch?v=ZhAz268Hdpw
LwlYzR6rosw,I tried OpenAI Sora | Sora First Look,codebasics,20241210,46938,530,51,10.35,Yes,live_chat,1920x1080,https://www.youtube.com/watch?v=LwlYzR6rosw
gHXENP57beg,AI vs ML vs DL vs Generative AI,codebasics,20250102,39703,1003,45,6.05,Yes,live_chat,3840x2160,https://www.youtube.com/watch?v=gHXENP57beg
EUey9L9sgzE,AI Agents Tutorial For Beginners | Agno Tutorial,codebasics,20241213,275145,5761,212,25.62,Yes,live_chat,3840x2160,https://www.youtube.com/watch?v=EUey9L9sgzE
xaEgbDa1KSI,Hallucination - Simply Explained,codebasics,20241122,20223,538,31,8.52,No,,3840x2160,https://www.youtube.com/watch?v=xaEgbDa1KSI
NpnASUAR07Y,End of Toxic Work Culture in India?,codebasics,20241113,14192,655,69,8.23,No,,3840x2160,https://www.youtube.com/watch?v=NpnASUAR07Y
qZ_J-Xg0QM4,Gen AI Project Using Llama3.2 | LinkedIn Post Generator Tool,codebasics,20241107,64448,1565,39,68.6,Yes,live_chat,3840x2160,https://www.youtube.com/watch?v=qZ_J-Xg0QM4
s6-_6JlgT0c,Is Statistical Machine Learning OUTDATED?,codebasics,20241025,14150,446,42,4.62,No,,3840x2160,https://www.youtube.com/watch?v=s6-_6JlgT0c
VrEQBlEVri0,What is Federated Learning?,codebasics,20241010,29544,729,44,7.73,Yes,live_chat,3840x2160,https://www.youtube.com/watch?v=VrEQBlEVri0
e1rl1DYfPy4,What is ML Ops?,codebasics,20240925,56472,1394,64,17.7,Yes,live_chat,3840x2160,https://www.youtube.com/watch?v=e1rl1DYfPy4
CO4E_9V6li0,Gen AI Project Using Llama3.1 | End to End Gen AI Project,codebasics,20240830,297071,6293,279,40.83,Yes,live_chat,3840x2160,https://www.youtube.com/watch?v=CO4E_9V6li0
2-JV8UxegWE,What is AI Agent in Artificial Intelligence? | AI Agent Explained,codebasics,20240920,223855,6566,179,8.88,Yes,live_chat,3840x2160,https://www.youtube.com/watch?v=2-JV8UxegWE
6ngxBkx05Fs,MLFlow Tutorial | ML Ops Tutorial,codebasics,20240808,110584,2396,101,50.52,Yes,live_chat,3840x2160,https://www.youtube.com/watch?v=6ngxBkx05Fs
rujq_EP_r_E,Is Data Analyst a Good Career? | Ultimate Career guidance tool,codebasics,20240802,26938,649,68,3.33,Yes,live_chat,3840x2160,https://www.youtube.com/watch?v=rujq_EP_r_E
prPBBS6wbYA,Data Analyst Projects for Interview | Guided and Unguided Projects [6 Solid Projects],codebasics,20240705,75886,2450,52,9.72,Yes,live_chat,3840x2160,https://www.youtube.com/watch?v=prPBBS6wbYA
ax_NNtpSb0c,Is Data Science a Good Career?,codebasics,20240530,331762,7589,415,7.23,Yes,live_chat,3840x2160,https://www.youtube.com/watch?v=ax_NNtpSb0c
gVxYewiqSNE,ML Engineer Job After 12th,codebasics,20240510,48216,1497,89,24.45,Yes,live_chat,3840x2160,https://www.youtube.com/watch?v=gVxYewiqSNE
bA_w1wnpRqs,Career in AI | Which Career Option is the Best for Me?,codebasics,20240323,70274,3281,137,7.67,Yes,live_chat,1920x1080,https://www.youtube.com/watch?v=bA_w1wnpRqs
d4yCWBGFCEs,Gen AI Course | Gen AI Tutorial For Beginners,codebasics,20240426,920062,16626,415,199.43,Yes,live_chat,3840x2160,https://www.youtube.com/watch?v=d4yCWBGFCEs
FWe5xqvgzBY,What They Told You About Prompt Engineering is WRONG!,codebasics,20240410,46960,1828,67,8.63,Yes,live_chat,3840x2160,https://www.youtube.com/watch?v=FWe5xqvgzBY
aQcGKLVcP_8,Data Courses SCAM Exposed | Scam Awareness Course | Educational Scholarship,codebasics,20240126,30110,753,109,26.48,Yes,live_chat,3840x2160,https://www.youtube.com/watch?v=aQcGKLVcP_8
MhCHrvfAXlc,AI Engineer Roadmap | How I'd Learn AI in 2024,codebasics,20240222,922566,30309,993,30.67,Yes,live_chat,3840x2160,https://www.youtube.com/watch?v=MhCHrvfAXlc
aPObz17OyH8,AI Career Opportunities | Career in AI with Salaries,codebasics,20240319,265830,6993,228,13.8,Yes,live_chat,3840x2160,https://www.youtube.com/watch?v=aPObz17OyH8
aNbY1XyuEPI,LLM Projects | LLM and GenAI Projects For Beginners,codebasics,20240119,81972,1802,26,5.18,No,,3840x2160,https://www.youtube.com/watch?v=aNbY1XyuEPI
PFPt6PQNslE,Data Science Roadmap 2024 | Data Science Weekly Study Plan | Free Resources to Become Data Scientist,codebasics,20231230,494748,17985,1400,29.28,Yes,live_chat,3840x2160,https://www.youtube.com/watch?v=PFPt6PQNslE
bCLBdxfe57o,Data Analyst Roadmap 2024 | Data Analyst Weekly Study Plan | Free Resources to Become Data Analyst,codebasics,20231222,543711,14562,493,29.07,Yes,live_chat,3840x2160,https://www.youtube.com/watch?v=bCLBdxfe57o
Km2ZEgJmR3o,Is Data Analyst a Good Career?,codebasics,20231123,296698,7185,506,10.38,Yes,live_chat,3840x2160,https://www.youtube.com/watch?v=Km2ZEgJmR3o
GJlxjccMa_Y,How to get data analyst job as a fresher in 2024,codebasics,20231208,234633,8582,246,16.3,Yes,live_chat,3840x2160,https://www.youtube.com/watch?v=GJlxjccMa_Y
1zPjVS5SIAc,B.Com to 5 Data Analyst Job Offers!,codebasics,20231111,65056,1686,81,24.98,Yes,live_chat,3840x2160,https://www.youtube.com/watch?v=1zPjVS5SIAc
4wtrl4hnPT8,"LLM Project | End to end Gen AI project Using Langchain, Google Palm in Retail Industry",codebasics,20231102,100704,2202,201,51.0,Yes,live_chat,3840x2160,https://www.youtube.com/watch?v=4wtrl4hnPT8
AjQPRomyd-k,"LLM Project | End to End Gen AI Project Using LangChain, Google Palm In Ed-Tech Industry",codebasics,20231027,157517,3611,232,44.0,Yes,live_chat,3840x2160,https://www.youtube.com/watch?v=AjQPRomyd-k
JHhXW-o08vk,Mechanical Engineer to Deep Learning Engineer with 2X Salary!,codebasics,20231012,28530,800,52,47.37,No,,3840x2160,https://www.youtube.com/watch?v=JHhXW-o08vk
WkBFJjUIeOE,ChatGPT New Update: Text and Audio Support,codebasics,20230927,53531,415,47,6.13,Yes,live_chat,1920x1080,https://www.youtube.com/watch?v=WkBFJjUIeOE
qrIhx8Aeef4,12 Best Practices For Data Analytics Project! 📊💡,codebasics,20231004,23133,649,21,9.92,Yes,live_chat,3840x2160,https://www.youtube.com/watch?v=qrIhx8Aeef4
MoqgmWV1fm8,"End to End Gen AI Project Using Langchain, OpenAI in Finance Domain",codebasics,20230922,292001,6570,444,74.55,Yes,live_chat,3840x2160,https://www.youtube.com/watch?v=MoqgmWV1fm8
72XgD322wZ8,Vector Database Explained | What is Vector Database?,codebasics,20230909,197901,5875,99,6.87,Yes,live_chat,3840x2160,https://www.youtube.com/watch?v=72XgD322wZ8
67_aMPDk2zw,LLM Explained |  What is LLM,codebasics,20230822,361307,9380,254,4.28,No,,3840x2160,https://www.youtube.com/watch?v=67_aMPDk2zw
JC66t9eM10s,End to End Data Analysis Project | HR Analytics Power BI Project 🚀,codebasics,20230907,146578,3099,175,96.07,Yes,live_chat,3840x2160,https://www.youtube.com/watch?v=JC66t9eM10s
WPSh2xaui_s,Data Scientist Job-Ready Checklist: Know Where You Stand! 🚀🚀,codebasics,20230830,19127,821,52,26.2,Yes,live_chat,3840x2160,https://www.youtube.com/watch?v=WPSh2xaui_s
mpnh6XdYpFc,The Most Critical Underrated Skill for Data Analysts in 2023 | Unveiling the Secret,codebasics,20230816,12898,485,28,4.12,Yes,live_chat,3840x2160,https://www.youtube.com/watch?v=mpnh6XdYpFc
37Aqp2BixiM,Real-time data project | Present Insights & get recognized by the government of Telangana | RPC#7,codebasics,20230811,17964,537,42,7.58,No,,3840x2160,https://www.youtube.com/watch?v=37Aqp2BixiM
bd3KtLYRpB4,Data Analyst Skills Required | Job-Ready Checklist 🚀🚀,codebasics,20230804,56122,2351,106,11.02,Yes,live_chat,3840x2160,https://www.youtube.com/watch?v=bd3KtLYRpB4
Rm0xH2Vpfi0,SQL Tutorial For Beginners | MySQL Tutorial,codebasics,20230729,264650,4832,174,86.15,No,,1920x1080,https://www.youtube.com/watch?v=Rm0xH2Vpfi0
uSLQKYsEYMo,Data Analyst at FORD after 7 years in Mechanical Engineering,codebasics,20230801,22824,573,20,39.52,Yes,live_chat,3840x2160,https://www.youtube.com/watch?v=uSLQKYsEYMo
npgbI8KYvN8,Business Math & Statistics Using Excel For Data Analysts and Data Scientists,codebasics,20230721,362579,8498,221,84.82,Yes,live_chat,3840x2160,https://www.youtube.com/watch?v=npgbI8KYvN8
nAmC7SoVLd8,LangChain Crash Course For Beginners | LangChain Tutorial,codebasics,20230630,533366,12362,375,46.1,Yes,live_chat,1920x1080,https://www.youtube.com/watch?v=nAmC7SoVLd8
tku5zP1VzXA,How to use ChatGPT on your data - End to End Project | OpenAI Function Calling For Beginners,codebasics,20230712,32039,892,62,42.77,Yes,live_chat,3840x2160,https://www.youtube.com/watch?v=tku5zP1VzXA
xP_ZON_P4Ks,OpenAI Api Crash Course For Beginners | Financial Data Extraction Tool Using OpenAI API,codebasics,20230705,69443,1600,58,25.27,Yes,live_chat,3840x2160,https://www.youtube.com/watch?v=xP_ZON_P4Ks
2e5pQqBvGco,End-to-End NLP Project | Build a Chatbot in Dialogflow | NLP Tutorial | S3 E2,codebasics,20230623,553498,10059,643,175.38,Yes,live_chat,3840x2160,https://www.youtube.com/watch?v=2e5pQqBvGco
ZeoqOybAzdc,Introduction to Chatbots | NLP Tutorial | S3 E1,codebasics,20230616,81372,1853,39,14.23,Yes,live_chat,3840x2160,https://www.youtube.com/watch?v=ZeoqOybAzdc
f-Zf5eWSW3k,"ChatGPT vs BARD, Which is better?",codebasics,20230517,15134,342,35,17.2,Yes,live_chat,3840x2160,https://www.youtube.com/watch?v=f-Zf5eWSW3k
Gw6hVMzna7g,Hacks for Moms With a Career Break to Become a Data Analyst [Unfiltered Process],codebasics,20230525,32168,1018,81,49.03,Yes,live_chat,3840x2160,https://www.youtube.com/watch?v=Gw6hVMzna7g
HlBu3fsmZX0,How He Grew His Business 3X Using Data Analytics | Mechanical Engineer to Data Analyst,codebasics,20230601,13198,333,13,21.42,Yes,live_chat,3840x2160,https://www.youtube.com/watch?v=HlBu3fsmZX0
CQZdrA-hqCo,5 Ways to Learn Data Analytics By Solving Real-Life Problems,codebasics,20230513,23017,624,29,14.38,Yes,live_chat,3840x2160,https://www.youtube.com/watch?v=CQZdrA-hqCo
wKqt7ThgR1g,Is Python Really Needed For a Data Analyst Job?,codebasics,20230422,107335,3262,86,2.9,No,,3840x2160,https://www.youtube.com/watch?v=wKqt7ThgR1g
in3IB45YEgY,B.Com to Data Analytics Transition,codebasics,20230318,48649,1148,67,29.45,Yes,live_chat,3840x2160,https://www.youtube.com/watch?v=in3IB45YEgY
MZezGuA9dKU,5 Ways To Get a JOB in the USA from India,codebasics,20230418,267824,6131,159,7.85,Yes,live_chat,3840x2160,https://www.youtube.com/watch?v=MZezGuA9dKU
hQvCOBv_-LE,What is STAR schema | Star vs Snowflake Schema | Fact vs Dimension Table,codebasics,20230216,288397,11919,277,6.98,Yes,live_chat,3840x2160,https://www.youtube.com/watch?v=hQvCOBv_-LE
LYSaxDQbf2k,How Omdena helped her get a Data Scientist job!,codebasics,20230211,11825,440,31,18.15,Yes,live_chat,3840x2160,https://www.youtube.com/watch?v=LYSaxDQbf2k
nkvInnpuic8,Can I learn data science if I am more than 30?,codebasics,20230207,20124,1067,127,8.87,Yes,live_chat,3840x2160,https://www.youtube.com/watch?v=nkvInnpuic8
iaeKdiBu5Hs,Do people really get a Job via Job guarantee programs?,codebasics,20230124,81513,1346,255,5.37,No,,3840x2160,https://www.youtube.com/watch?v=iaeKdiBu5Hs
-doYCOojY4w,These folks were HIRED as Data Analysts without an interview!,codebasics,20230128,33753,935,38,16.03,Yes,live_chat,3840x2160,https://www.youtube.com/watch?v=-doYCOojY4w
MaaphT465_I,5 Projects for a Data Analyst Job | All Materials Included,codebasics,20230121,402165,12077,165,7.27,Yes,live_chat,3840x2160,https://www.youtube.com/watch?v=MaaphT465_I
b_n-hhtMbXA,Data Analyst Roadmap 2023 | Learn data analytics skills in 3 months,codebasics,20230102,367792,12340,338,26.25,Yes,live_chat,3840x2160,https://www.youtube.com/watch?v=b_n-hhtMbXA
L7a1QBJdbzg,B Com to Software Developer Transition,codebasics,20230110,13350,451,61,27.18,Yes,live_chat,3840x2160,https://www.youtube.com/watch?v=L7a1QBJdbzg
6erwYj4T86c,5 Unique Python Project Ideas for Your Resume | Python Projects for Beginners to Advanced,codebasics,20221228,237158,6395,61,11.48,Yes,live_chat,3840x2160,https://www.youtube.com/watch?v=6erwYj4T86c
yboN-5jHVAY,SQL Job Options | Career Paths After Learning SQL,codebasics,20230105,60290,1295,72,5.82,Yes,live_chat,3840x2160,https://www.youtube.com/watch?v=yboN-5jHVAY
tT4V7zguCnc,End to End Data Analytics Project | Power BI Project | Hospitality Domain,codebasics,20230204,507122,11456,358,97.42,Yes,live_chat,3840x2160,https://www.youtube.com/watch?v=tT4V7zguCnc
KOmGPNS-YM8,Top 8 Python Libraries You Must Know In 2023 For Data Science | Python Modules for Data Science,codebasics,20221222,86059,2411,54,5.95,Yes,live_chat,3840x2160,https://www.youtube.com/watch?v=KOmGPNS-YM8
kptvgGQ2nSY,5 Ways SQL is Used In The Data Industry,codebasics,20221126,17186,481,16,8.43,Yes,live_chat,1920x1080,https://www.youtube.com/watch?v=kptvgGQ2nSY
4QkYy1wANXA,"End To End Cricket Data Analytics Project Using Web Scraping, Python, Pandas and Power BI",codebasics,20221216,943842,18353,689,100.22,Yes,"en, live_chat",3840x2160,https://www.youtube.com/watch?v=4QkYy1wANXA
fHw188SBb9k,7 Job Options After Learning Python | Python Career Opportunities,codebasics,20221209,135352,3395,103,11.25,Yes,live_chat,3840x2160,https://www.youtube.com/watch?v=fHw188SBb9k
6KK0qilW7qU,SQL Course Live Now On Codebasics.io | SQL For Beginner and Advanced Users,codebasics,20221117,50305,771,79,13.03,Yes,live_chat,3840x2160,https://www.youtube.com/watch?v=6KK0qilW7qU
ezrT1H-6DMY,SQL Course Movie Trailer,codebasics,20221115,52301,836,89,4.17,Yes,live_chat,3840x2160,https://www.youtube.com/watch?v=ezrT1H-6DMY
Cq_pbQYO3M8,fastText tutorial | Text Classification Using fastText | NLP Tutorial For Beginners - S2 E13,codebasics,20221028,41403,1272,49,20.97,Yes,live_chat,3840x2160,https://www.youtube.com/watch?v=Cq_pbQYO3M8
Br-Ozg9D4mc,fastText Tutorial | Train Custom Word Vectors in fastText | NLP Tutorial For Beginners - S2 E12,codebasics,20221022,52120,1120,66,36.13,Yes,live_chat,1920x1080,https://www.youtube.com/watch?v=Br-Ozg9D4mc
zh-xQp508Vk,"4 Tips For Building Powerful Data Science Projects. Ft. Nick Singh (Ex. Facebook, Google)",codebasics,20221105,11629,356,13,20.05,Yes,live_chat,3840x2160,https://www.youtube.com/watch?v=zh-xQp508Vk
2lfLPAfU40g,Free data analytics project for your resume with FMCG / Supply Chain dataset | Challenge #2,codebasics,20221012,41294,859,38,9.05,Yes,"en, live_chat",3840x2160,https://www.youtube.com/watch?v=2lfLPAfU40g
0r2NJdalzDw,Word vectors in Gensim overview: NLP Tutorial For Beginners - S2 E10,codebasics,20221005,31544,1072,30,14.62,Yes,"en, live_chat",1920x1080,https://www.youtube.com/watch?v=0r2NJdalzDw
ZrgVlfNduj8,News classification using Gensim word vectors: NLP Tutorial For Beginners - S2 E11,codebasics,20221011,27088,1014,47,15.43,Yes,en,3840x2160,https://www.youtube.com/watch?v=ZrgVlfNduj8
tD_sQSzq6uY,Get a Data Science Interview Call Using Cold Emailing,codebasics,20221112,11001,380,13,9.2,Yes,live_chat,3840x2160,https://www.youtube.com/watch?v=tD_sQSzq6uY
ibi5hvw6f3g,News classification using Spacy word vectors: NLP Tutorial For Beginners - S2 E9,codebasics,20221001,33620,1103,48,13.72,Yes,"en, live_chat",3840x2160,https://www.youtube.com/watch?v=ibi5hvw6f3g
vyohzuTkty8,Word vectors in Spacy overview: NLP Tutorial For Beginners - S2 E8,codebasics,20220928,32875,674,22,13.73,Yes,"en, live_chat",3840x2160,https://www.youtube.com/watch?v=vyohzuTkty8
hwuCesO6BTk,AI/Ml Career Insights From Google's AI Cloud Solution Services Head - India,codebasics,20220924,12424,281,15,39.55,Yes,"en, live_chat",3840x2160,https://www.youtube.com/watch?v=hwuCesO6BTk
Q-x0xwHAOUQ,Free data analytics project for your resume with hospitality dataset | Challenge #1,codebasics,20220921,23435,634,16,8.28,Yes,"en, live_chat",1920x1080,https://www.youtube.com/watch?v=Q-x0xwHAOUQ
Rn0LyHJujF4,Build a Stand-Out Data Science Project Portfolio With Omdena,codebasics,20220914,56250,1523,38,6.97,Yes,"en, live_chat",3840x2160,https://www.youtube.com/watch?v=Rn0LyHJujF4
Do8cVbx-HOs,Text Representation Using Word Embeddings: NLP Tutorial For Beginners - S2 E7,codebasics,20220908,65217,1370,30,8.17,Yes,"en, live_chat",3840x2160,https://www.youtube.com/watch?v=Do8cVbx-HOs
q0-XCIu0fSc,Data Analyst Project For Beginners (HR Analytics): 5 - Dashboarding,codebasics,20220905,44278,437,37,29.2,Yes,en,3840x2160,https://www.youtube.com/watch?v=q0-XCIu0fSc
QOyHqOrn2DE,NVIDIA GPU Giveaway | World's Biggest FREE AI Conference - NVIDIA GTC Fall 2022,codebasics,20220916,5908,184,106,5.48,Yes,live_chat,3840x2160,https://www.youtube.com/watch?v=QOyHqOrn2DE
DwgC72_s-T4,Data Analyst Project For Beginners (HR Analytics): 3 - Data Gathering & Transformation,codebasics,20220905,98809,1045,129,32.55,Yes,en,3840x2160,https://www.youtube.com/watch?v=DwgC72_s-T4
v_enwVAvsyQ,Data Analyst Project For Beginners (HR Analytics): 4 - Creating Metrics,codebasics,20220905,50060,450,93,15.95,Yes,en,3840x2160,https://www.youtube.com/watch?v=v_enwVAvsyQ
uRrQLefb4-I,Data Analyst Project For Beginners (HR Analytics): 6 - Closing,codebasics,20220905,46203,728,55,9.05,Yes,en,3840x2160,https://www.youtube.com/watch?v=uRrQLefb4-I
MlDjrcnwAhw,Data Analyst Project For Beginners (HR Analytics): 2 - Understanding Requirements,codebasics,20220905,100738,1053,54,8.38,Yes,en,3840x2160,https://www.youtube.com/watch?v=MlDjrcnwAhw
ru1qeDO_qrc,Data Analyst Project For Beginners (HR Analytics): 1 - Problem Statement,codebasics,20220905,181804,2228,51,2.73,Yes,"en, live_chat",3840x2160,https://www.youtube.com/watch?v=ru1qeDO_qrc
yd2FVTDGj9s,Teachers Who Influenced us,codebasics,20220905,1614,57,5,23.9,Yes,"en, live_chat",3840x2160,https://www.youtube.com/watch?v=yd2FVTDGj9s
T4rlTsr1e7g,Codebasics Day: The Teacher Who Doesn’t Want to Retire,codebasics,20220905,7246,542,52,5.05,Yes,"en, live_chat",3840x2160,https://www.youtube.com/watch?v=T4rlTsr1e7g
T-rAYiNjvbk,SQL Interview Questions and Answers Practice | 3 Best Websites,codebasics,20220901,58486,2057,39,2.7,Yes,"en, live_chat",3840x2160,https://www.youtube.com/watch?v=T-rAYiNjvbk
zSgmrWQa03s,What is Business Intelligence Tool? What is Power BI?,codebasics,20220827,39840,673,29,3.58,Yes,"en, live_chat",3840x2160,https://www.youtube.com/watch?v=zSgmrWQa03s
uz1lM4aKMcU,Having a confusion on your career? Try this bottom up approach!,codebasics,20220820,13757,475,39,9.8,Yes,"en, live_chat",3840x2160,https://www.youtube.com/watch?v=uz1lM4aKMcU
nZromH6F7R0,Text Representation Using Bag Of n-grams: NLP Tutorial For Beginners - S2 E5,codebasics,20220813,60549,1186,45,37.28,Yes,"en, live_chat",3840x2160,https://www.youtube.com/watch?v=nZromH6F7R0
